review_dates,reviews,Likes,vader_score_review,vader_sentiment_review,source
2026-01-12,"I'm waiting for dinosaurs in little garden but still not seeing in this teaser, did I miss it? Hoping they won't cut it.",0,0.2837,Positive,YouTube
2026-01-12,wokeeee,0,0.0,Neutral,YouTube
2026-01-14,I love this. I cannot wait for season 2!!!!!!!,0,0.7482,Positive,YouTube
2026-01-14,No thanks,0,-0.3412,Negative,YouTube
2026-01-14,1:25,0,0.0,Neutral,YouTube
2026-01-14,Laboon?????,0,0.0,Neutral,YouTube
2026-01-14,Not a bad story line to start with.,0,0.431,Positive,YouTube
2026-01-12,OMG THIS LOOKS SO PEAK,0,0.0,Neutral,YouTube
2026-01-12,Love the costumes!!! Embrace the ridiculousness of anime! It's one of the things that make it amazing! As well as over the top acting sometimes.,0,0.9227,Positive,YouTube
2026-01-12,you gotta be fuckin kiddin me 🤣🤣,0,0.7506,Positive,YouTube
2026-01-12,So are they going to do 30 seasons like the cartoon?,0,0.3612,Positive,YouTube
2026-01-12,1:26 🥵🥵🥵,0,0.0,Neutral,YouTube
2026-01-12,1:00  thank god there adapting the unluckies,0,0.5574,Positive,YouTube
2026-01-12,I have faith that this season will be even better 😝,0,0.6908,Positive,YouTube
2026-01-12,Not one piece it's Master Piece..🔥,0,-0.34,Negative,YouTube
2026-01-12,i always thought mr 3 was black,0,0.0,Neutral,YouTube
2026-01-12,Damn the actress who plays Vivi is a huge baddie.,0,0.1531,Positive,YouTube
2026-01-12,"Getting Nami's Jacket correct, scoring a fat point there
All the costumes, damn",0,-0.4019,Negative,YouTube
2026-01-12,Oooohh❤❤ trop hâte !!❤,0,0.9347,Positive,YouTube
2026-01-12,Robin chwaaaan!!!,0,0.0,Neutral,YouTube
2026-01-12,Why do I hear Into the Pit,0,0.0,Neutral,YouTube
2026-01-12,Most awaited 🎉🎉🎉,0,0.7897,Positive,YouTube
2026-01-12,🧘🏻‍♀️,0,0.0,Neutral,YouTube
2026-01-14,oh god worst casting for robin,0,-0.4588,Negative,YouTube
2026-01-14,Will we see Xebeck in this season?,0,0.0,Neutral,YouTube
2026-01-14,hairs are still looking cheap. dont understand when there is this high budget but the hairs are looking so bad,0,-0.804,Negative,YouTube
2026-01-14,What’d they do to my queen Robins melanin 😩😤,0,-0.2732,Negative,YouTube
2026-01-12,The fact that they're making this show based on the FIRST season is crazy,0,-0.34,Negative,YouTube
2026-01-12,Will there still have the 1v1 fighting scenes for each crew members?,0,-0.3612,Negative,YouTube
2026-01-12,Robin ❤❤❤❤,0,0.9571,Positive,YouTube
2026-01-12,1:27 That was so assassin’s creed 😂,0,0.4404,Positive,YouTube
2026-01-12,they must include the crocus ragebait man its iconic!!!,0,0.0,Neutral,YouTube
2026-01-12,I have absolutely zero idea of what is happening but I am excited ❤,0,0.872,Positive,YouTube
2026-01-12,Ennies Lobby is getting closer,0,0.0258,Neutral,YouTube
2026-01-12,"March is going to be the most impressive month in recent TV history, I swear.",0,0.5256,Positive,YouTube
2026-01-12,give us Wapol or we rebel!,0,-0.2244,Negative,YouTube
2026-01-12,Can't wait for...Okama waaaaaaaaay! 😁,0,0.5093,Positive,YouTube
2026-01-12,LFG !! ❤🎉,0,0.8168,Positive,YouTube
2026-01-12,look very good,0,0.4927,Positive,YouTube
2026-01-12,where is my GOAT bon clay????,0,0.0,Neutral,YouTube
2026-01-12,Vivi a baddie 👀,0,0.0,Neutral,YouTube
2026-01-12,Its just as weird looking as I hoped😂🤩,0,0.5859,Positive,YouTube
2026-01-12,0:19 Mary Geoise?,0,0.0,Neutral,YouTube
2026-01-12,WHERE IS BON CLAY,0,0.0,Neutral,YouTube
2026-01-12,Maan i thought that was lucy lawless in the thumbnail 😂 Dissapointed now it wasn't 😢,0,0.6656,Positive,YouTube
2026-01-12,This is peak,0,0.0,Neutral,YouTube
2026-01-12,No way this is real 👀,0,-0.296,Negative,YouTube
2026-01-12,"I thought S2 was Alabasta, but it appears to be everything before it.  If they split things like this, I’m afraid we won’t even make it to Water 7",0,0.5023,Positive,YouTube
2026-01-12,IM SO EXCITEDDD!!!!,0,0.0,Neutral,YouTube
2026-01-12,"Flaming Onigiri, i was expecting more 🔥",0,-0.4005,Negative,YouTube
2026-01-14,RELEASE JOJO WEEKLY PLEASE NETFLIX!!!,0,0.4898,Positive,YouTube
2026-01-14,We get One Piece live action season 2 before the One Piece anime season 2 (and GTA6),0,0.0,Neutral,YouTube
2026-01-14,Mr. 3 the polkadot man!,0,0.0,Neutral,YouTube
2026-01-14,Imagine 2 year timeskip robin and this one joins the crew.,0,0.0,Neutral,YouTube
2026-01-14,MARCH CMONNN,0,0.0,Neutral,YouTube
2026-01-12,Better than the avatar series,0,0.4404,Positive,YouTube
2026-01-12,IM SO HYPE OMG i hope it's even more crazy than the first season,0,0.0534,Positive,YouTube
2026-01-12,THEY DID IT OMGGGGGGG IT LOOKS AMAZING!!! ROBIN IS EVERYTHINGGGGG,0,0.6884,Positive,YouTube
2026-01-12,Why Vivi is black? WTF did you do to one piece 🤬,0,-0.6739,Negative,YouTube
2026-01-12,This looks it's gonna be more like the manga/anime unlike season 1,0,0.4201,Positive,YouTube
2026-01-12,I wonder how are they going to implement the whale fight and his backstory which ties down the road with someone very important.,0,-0.1298,Negative,YouTube
2026-01-12,Its perfect.. 🔥,0,0.3182,Positive,YouTube
2026-01-12,how is robin here without alabasta being done 😭😭,0,-0.7351,Negative,YouTube
2026-01-12,Very Happy with this,0,0.6115,Positive,YouTube
2026-01-14,I forgot about that weird painting girl who doesn’t have a fruit,0,-0.1779,Negative,YouTube
2026-01-14,Can’t wait for Nico Robin… shall we also get to watch the fight scene between nami n miss double finger and zoro n mr. 1???,0,-0.5775,Negative,YouTube
2026-01-14,Wow. What a load of CRAP!,0,0.1923,Positive,YouTube
2026-01-14,i love this arc,0,0.6369,Positive,YouTube
2026-01-14,What an absolute shitshow. Its shocking this has come so far. Cosplay with a budget lmao. There is a reason anime must stay anime. Continued filthy moronic casting and live action inappropriate direction in additoj to the absolutely appalling mediocre acting performance.  This GARBAGE better get cancelled after season 2. Humanity will need its brain checked if ppl actually like watching the live action depiction of baroque agents.The height of brain rot!,0,-0.2926,Negative,YouTube
2026-01-14,The series is so far behind the anime it’s bringing me back to,0,0.0,Neutral,YouTube
2026-01-12,robiiin,0,0.0,Neutral,YouTube
2026-01-12,This looks amazing. Wow.,0,0.8225,Positive,YouTube
2026-01-12,ROBIN CHWAAAAAAAAN,0,0.0,Neutral,YouTube
2026-01-12,I like how they don't hold back on the animesque of it,0,0.3612,Positive,YouTube
2026-01-12,Yoooooo finally Netflix continue giving support to these type of shows thank you so much,0,0.765,Positive,YouTube
2026-01-12,HYPED.,0,0.0,Neutral,YouTube
2026-01-12,looks bad,0,-0.5423,Negative,YouTube
2026-01-12,Ya casi 😮🎉🎉🎉🎉🎉,0,0.91,Positive,YouTube
2026-01-12,Robin cwan is absolutely gorgeous ❤,0,0.8676,Positive,YouTube
2026-01-12,Where is smoker?,0,0.0,Neutral,YouTube
2026-01-14,I thought the comment section would’ve been full with Nico Robin’s cast but what is yall doing here,0,0.0,Neutral,YouTube
2026-01-14,I was hoping Vivi's hair would stay dark and just have some kind of blue sheen in the sunlight but they went with full-on tacky blue hairdye or a wig or something 🤮,0,0.2263,Positive,YouTube
2026-01-14,🗿,0,0.0,Neutral,YouTube
2026-01-14,Amazing 😊 I like how true it is to the anime,0,0.9337,Positive,YouTube
2026-01-14,ABOUT TIME!!,0,0.0,Neutral,YouTube
2026-01-12,They havent shown Luffy vs Zoro,0,0.0,Neutral,YouTube
2026-01-12,Where is karoo?😮,0,0.0,Neutral,YouTube
2026-01-12,A Baroque Works teaser is exactly what we needed.😊,0,0.6124,Positive,YouTube
2026-01-12,horrible,0,-0.5423,Negative,YouTube
2026-01-12,A bit too goofy and artificial looking,0,0.0,Neutral,YouTube
2026-01-12,HOLY- NICO ROBIN IN THE COWBOY HAT SO FINE WTH LOL,0,0.1905,Positive,YouTube
2026-01-12,"I'm am so Hype for this! And I am fine with waiting, I take quality over fast slop. Thanks!",0,0.6467,Positive,YouTube
2026-01-12,Robin,0,0.0,Neutral,YouTube
2026-01-12,Where's my man Xolo at????!!!!,0,0.0,Neutral,YouTube
2026-01-12,Looks like community theatre with CGI...,0,0.3612,Positive,YouTube
2026-01-12,"The trailer looks stunning, hope they cut the luffy/zorro fight at whiskey peak that wasn't gold to be fair😂",0,0.7184,Positive,YouTube
2026-01-14,NЕGROVIVI LMAO KEK,0,0.5994,Positive,YouTube
2026-01-14,🤮🤮🤮,0,0.0,Neutral,YouTube
2026-01-14,Shit,0,-0.5574,Negative,YouTube
2026-01-14,Hair guns ftw,0,0.4588,Positive,YouTube
2026-01-12,I like this series coz yhe characters are not ugly like their anime & msnga counterpart 😂 Emily rudd ❤,0,0.8805,Positive,YouTube
2026-01-12,ROBIN ❤,0,0.6369,Positive,YouTube
2026-01-12,Looks sick,0,-0.5106,Negative,YouTube
2026-01-14,Coming on MARIO DAY??????!!!!!!!,0,0.0,Neutral,YouTube
2026-01-12,UNLUCKIES!!!!,0,0.0,Neutral,YouTube
2026-01-12,omg the fx are so good wth,0,0.0162,Neutral,YouTube
2026-01-12,1:24 Zoroooo🔥🔥🔥🔥,0,-0.8225,Negative,YouTube
2026-01-12,One Piece Season 2 coming out for both the anime and the live action,0,0.0,Neutral,YouTube
2026-01-12,YESSSSSS!!!!,0,0.0,Neutral,YouTube
2026-01-12,THIS is how you do a live action. Can't wait!,0,0.0,Neutral,YouTube
2026-01-12,"I can't believe they included Miss Wednesday's hypno dance 😅

I'm so glad they've kept the silliness of the Baroque Work agents.",0,0.5949,Positive,YouTube
2026-01-12,Nice visuals,0,0.4215,Positive,YouTube
2026-01-14,Robin looks cooked tbh,0,0.0,Neutral,YouTube
2026-01-14,0:24 wtf,0,-0.5859,Negative,YouTube
2026-01-14,We need chopper!!!,0,0.0,Neutral,YouTube
2026-01-12,Only anime adaptation worth glazing ❤,0,0.7269,Positive,YouTube
2026-01-12,Hype,0,0.0,Neutral,YouTube
2026-01-12,They didn’t even give Chopper screen time. Robin is not the only fan favorite to make her debut in season 2 you know.,0,0.2589,Positive,YouTube
2026-01-12,Sommobuuuuu,0,0.0,Neutral,YouTube
2026-01-12,They did unluckies - mr.13 and miss Friday this is sooo peak I'm gonna cry 🛐🛐😭😭😭😭,0,-0.9136,Negative,YouTube
2026-01-12,what a time to be alive 😭 happy 2026 everyone!,0,0.5411,Positive,YouTube
2026-01-12,Robin chan❤❤❤❤❤,0,0.9719,Positive,YouTube
2026-01-12,"Wait, they dont reach Alabasta in this season?",0,-0.0191,Neutral,YouTube
2026-01-12,one trash,0,0.0,Neutral,YouTube
2026-01-12,dam this legit looks good........also ROBINNNNNNNN!!!!!!❤❤❤❤❤❤❤❤❤❤🔥🔥🔥🔥🔥🔥,0,0.988,Positive,YouTube
2026-01-12,Really looking forward to LUFFY VS ZORO whisky peak moment. That was so hilarious!!!,0,0.6561,Positive,YouTube
2026-01-12,this gave me goosebumps,0,0.0,Neutral,YouTube
2026-01-12,Dayum! Robin chan! so spicy,0,0.0,Neutral,YouTube
2026-01-12,Robin chan❤❤❤❤❤,0,0.9719,Positive,YouTube
2026-01-12,i am NOT watching ts 😂😂😂✌ ✌✌,0,0.9538,Positive,YouTube
2026-01-14,"Dragonball z next please, and stay true to the source",0,0.6249,Positive,YouTube
2026-01-14,Hope the fun before timeskip maintain,0,0.7351,Positive,YouTube
2026-01-14,YEEEEEESSSSS!!!!!!!!,0,0.0,Neutral,YouTube
2026-01-14,So corny man why do yall watch this BS,0,0.0,Neutral,YouTube
2026-01-14,I wonder who will they make gay ?😂,0,0.4404,Positive,YouTube
2026-01-12,made for kids,0,0.0,Neutral,YouTube
2026-01-12,"Damn, I hope EVERY SINGLE Namivivi scene will be full of queer undertones ❤ Usopp got a kiss in s1, Namivivi can get - at the very least - very queer vibes pleaaaase 🏳️‍🌈",0,0.802,Positive,YouTube
2026-01-12,"Жду!
Как раз начал смотреть аниме",0,0.0,Neutral,YouTube
2026-01-12,SHGBDPTESVKOGEETYVSWAF THIS LOOKS INCREDIBLE ✨ I’m so excited!!!,0,0.7842,Positive,YouTube
2026-01-12,I wish they didn't spoil Robin's powers in the trailer like that. It was some actual scary mystery not knowing how she did things.,0,0.25,Positive,YouTube
2026-01-12,Robins FINE ASS SELF,0,-0.4019,Negative,YouTube
2026-01-12,Igaram’s operatic singing made me happy,0,0.5719,Positive,YouTube
2026-01-12,Tamil dubbed plz,0,0.0772,Positive,YouTube
2026-01-14,not a single white dude in this season,0,0.0,Neutral,YouTube
2026-01-15,why did polka-dot man eat the Doru Doru no Mi,0,-0.296,Negative,YouTube
2026-01-15,bora netflix acerta logo uma ae porra,0,0.0,Neutral,YouTube
2026-01-15,nah Netflix movies still sucks,0,-0.4404,Negative,YouTube
2026-01-15,ROBIN-CHAN!!!!!!!!😅😅,0,0.7326,Positive,YouTube
2026-01-15,"nice they trim all the ""milking"" the anime has",0,0.4215,Positive,YouTube
2026-01-15,"see so many non OP watcher comment who gonna be g@y, sure dont know any sheet about OP, OP has full army of queer people lol.",0,0.6249,Positive,YouTube
2026-01-12,actress for Robin is fire!,0,-0.4003,Negative,YouTube
2026-01-12,.,0,0.0,Neutral,YouTube
2026-01-12,David Dastmalchian as Mr. 3 is PERFECT,0,0.6633,Positive,YouTube
2026-01-12,Tenia que cerrar con un ha ha ha ha,0,0.8225,Positive,YouTube
2026-01-12,"The casting for this show has been exceptionally good, feels like they nail it every time",0,0.7146,Positive,YouTube
2026-01-12,can't wait,0,0.0,Neutral,YouTube
2026-01-12,Robin chan❤❤❤❤❤,0,0.9719,Positive,YouTube
2026-01-12,Wonder if they'll keep in Sanji pointing a gun at Robin.,0,-0.34,Negative,YouTube
2026-01-12,You gotta be fu€king kidding me😮,0,0.1027,Positive,YouTube
2026-01-12,This actually looks good,0,0.4404,Positive,YouTube
2026-01-12,UNLUCKY..... 🤣,0,0.4939,Positive,YouTube
2026-01-12,Robin cool,0,0.3182,Positive,YouTube
2026-01-12,This looks so good,0,0.5777,Positive,YouTube
2026-01-12,Perfect!,0,0.6114,Positive,YouTube
2026-01-12,ROBIN HOLY GYATTTT,0,0.0,Neutral,YouTube
2026-01-12,Mr.3 is perfect to the core,0,0.5719,Positive,YouTube
2026-01-15,DO YOU WANT TO LIVE,0,0.0772,Positive,YouTube
2026-01-15,Peaaaaaaak,0,0.0,Neutral,YouTube
2026-01-15,GAWGWGWGGWHWH DAMN,0,-0.4019,Negative,YouTube
2026-01-12,Yay,0,0.5267,Positive,YouTube
2026-01-12,Is zoro using haki?,0,0.0,Neutral,YouTube
2026-01-12,149k views in 1 hour bro fell off,0,0.0,Neutral,YouTube
2026-01-12,"Bro.. Robin, man. wtf...",0,-0.5859,Negative,YouTube
2026-01-12,Never gotten the appeal. Live action just looks horrible.,0,-0.5423,Negative,YouTube
2026-01-12,The straw hats will return in Avengers: doomsday,0,-0.5859,Negative,YouTube
2026-01-12,I never once thought in my life that Nico Robin could look even HOTTER. Dang 😍🔥🔥,0,-0.2023,Negative,YouTube
2026-01-12,Robin's just chef kiss and where's Karoo btw ?😘,0,0.6808,Positive,YouTube
2026-01-12,LETS GOOOO !!!,0,0.0,Neutral,YouTube
2026-01-12,one piece is my love,0,0.6369,Positive,YouTube
2026-01-12,holy tuff,0,0.0,Neutral,YouTube
2026-01-12,Amazing teaser!,0,0.4753,Positive,YouTube
2026-01-12,"Nice, I love it",0,0.7906,Positive,YouTube
2026-01-12,Thank you Netflix. 🙏 It looks so good!,0,0.7603,Positive,YouTube
2026-01-12,Je suis contre l'adaptation de One Piece en une véritable série télévisée.,0,0.0,Neutral,YouTube
2026-01-12,0:24 hot!,0,0.0,Neutral,YouTube
2026-01-12,Robin😍😍😍,0,0.8402,Positive,YouTube
2026-01-12,Bruh how did they get miniguns 💀💀💀,0,0.0,Neutral,YouTube
2026-01-12,I can't even believe how perfect Robin looks❤,0,0.836,Positive,YouTube
2026-01-12,Robbbbinnnnnnn,0,0.0,Neutral,YouTube
2026-01-14,L,0,0.4588,Positive,YouTube
2026-01-14,"😅

😅😅",0,0.7579,Positive,YouTube
2026-01-14,😊😅,0,0.8176,Positive,YouTube
2026-01-14,Cant wait for season 30 of this shit and all of them actors are old af and the story is still on-going 🤣,0,-0.2617,Negative,YouTube
2026-01-15,Robin's and nami's are not big enough,0,0.0,Neutral,YouTube
2026-01-15,eveyone fight pov vivi just dance baby,0,-0.3818,Negative,YouTube
2026-01-15,I can’t wait to see exploding boom boom booger man in action,0,0.0,Neutral,YouTube
2026-01-15,I love Nico Robin with the Cowboy Hat!,0,0.6696,Positive,YouTube
2026-01-12,Looks better now,0,0.4404,Positive,YouTube
2026-01-12,cant wait to see my masters Broggy and Dorry,0,0.0,Neutral,YouTube
2026-01-12,ROBIN CHWAAAAAAAANNNN-!!,0,0.0,Neutral,YouTube
2026-01-12,No karoo scene yet,0,-0.296,Negative,YouTube
2026-01-12,Please please please be good or I will be the first one to shit on this😭,0,0.2732,Positive,YouTube
2026-01-12,is they r gonna show dorri and broggi ?,0,0.0,Neutral,YouTube
2026-01-12,"I want three iconic moments this season. Crocus gag , Luffy vs Zoro and luffy’s mountain climb. If all three are not included , I will be very disappointed",0,-0.6697,Negative,YouTube
2026-01-15,Is that Peter Capaldi narrating??,0,0.0,Neutral,YouTube
2026-01-15,It’s only been like 2 years lol. Sad how lazy Covid made Hollywood,0,-0.0772,Negative,YouTube
2026-01-15,Never even seen season 1,0,0.0,Neutral,YouTube
2026-01-15,Cringe 😩,0,-0.2732,Negative,YouTube
2026-01-15,Netflix you guys are amazing. Thank you for giving us good movies to watch and entertain us,0,0.9169,Positive,YouTube
2026-01-12,I can’t believe we’re getting more One Piece on Mario day xD,0,0.5859,Positive,YouTube
2026-01-12,"As expected Mr. 3 is 100% accurate! Wow, the train hype is here everyone!!",0,0.6884,Positive,YouTube
2026-01-12,ROBIN-CHWAANNNNNNN!!!!!,0,0.0,Neutral,YouTube
2026-01-12,Robin looks awesome. Perfect match!,0,0.8439,Positive,YouTube
2026-01-12,Oh gawd,0,0.0,Neutral,YouTube
2026-01-12,Sanji: “What the fu…” LMAO I’m dead,0,0.0857,Positive,YouTube
2026-01-15,"you been teasing me a lot netflix, just drop it💔💔",0,0.2023,Positive,YouTube
2026-01-15,That's not nefertari vivi lmao,0,-0.4847,Negative,YouTube
2026-01-15,I mean if they can do this.....somebody do dragon ball z,0,0.0,Neutral,YouTube
2026-01-15,Lil Subsbribe button helps me alot❤,0,0.7783,Positive,YouTube
2026-01-15,Vivi looking fine asl,0,0.2023,Positive,YouTube
2026-01-15,"As much as I hate Netflix...

Live-action Nico Robin got me thinking ""GOOD LORD"" thoughts.",0,-0.0173,Neutral,YouTube
2026-01-15,Can't wait one piece ❤,0,0.6369,Positive,YouTube
2026-01-15,Will Bonchan appear ? <3,0,0.4404,Positive,YouTube
2026-01-15,Nami❤  Robin❤ 😍😍😍😍😍😍😍😍😍😍😍😍,0,0.992,Positive,YouTube
2026-01-15,bro you don't need to be soo true to animation... slicing the wood like its already been cut and jumping with ropes on look awkwardly goofy.... please be true to some extend of physics thats needed... because for me it wont be good see for coming so many seasons,0,0.6479,Positive,YouTube
2026-01-15,will this be like Stranger Thing where the actors grew to old to play the part or will this be like GoT where they had to create their own  ending because adapting all the manga arc would take too long,0,0.8176,Positive,YouTube
2026-01-15,why the season 2 take so long does this mean they will be 50yrs old they will be playing 50yrs old at Dressrosa,0,0.2023,Positive,YouTube
2026-01-15,Vivi why😢,0,-0.4767,Negative,YouTube
2026-01-12,The hypnotic miss Wednesday dance was something i was absolutely not expecting. It looks like its almost magic based here. I feel like the alabasta saga was a very unique phase for one piece when not everyone had devilfruits and Oda had to come up with very creative ideas when it came to powers and abilites. Love to see it being fully embraced!,0,0.9019,Positive,YouTube
2026-01-15,Where's the Giants? Im so curious,0,0.4572,Positive,YouTube
2026-01-15,Looks like fun 😀,0,0.8074,Positive,YouTube
2026-01-15,Luffy: Now it’s my turn,0,0.0,Neutral,YouTube
2026-01-15,Sun god nika 🥺🥺,0,0.2732,Positive,YouTube
2026-01-15,What's the name of this song?,0,0.0,Neutral,YouTube
2026-01-15,"pretty good, only problem I had was im pretty sure I'm the anime robin has her arms up and crossed when using her powers but otherwise so far no complaints",0,0.8248,Positive,YouTube
2026-01-15,"There is something missing, the haki moments",0,-0.296,Negative,YouTube
2026-01-15,did i miss Mr.2?,0,-0.1531,Negative,YouTube
2026-01-15,"i really want to like it but i cant with the cringe, specially Luffy",0,0.2911,Positive,YouTube
2026-01-15,Mr 3 is the cum Bender,0,0.0,Neutral,YouTube
2026-01-15,I’m longer into this series than the anime lol,0,0.4215,Positive,YouTube
2026-01-15,Can't believe we are less than 2 months away from release now. Those years flew by. Im just glad we only have to wait a year for season 3 now.,0,0.4588,Positive,YouTube
2026-01-15,sniff 🥸🥸🥸,0,0.0,Neutral,YouTube
2026-01-15,"Nami SWan, Vivi Cwan, Robin Swannnn",0,0.0,Neutral,YouTube
2026-01-15,2126 for Wano Arc,0,0.0,Neutral,YouTube
2026-01-12,"Man this dialogue is rough, it's all ""I will get the One piece"", ""No you won't get the One Piece"", was there a writer's strike or what ? If you need writers you can hit me up Netflix I'll fix the dialogue",0,-0.128,Negative,YouTube
2026-01-12,Hell yeah! Put it in my veins!,0,-0.6103,Negative,YouTube
2026-01-12,I’m ready for Zoro vs 100,0,0.3612,Positive,YouTube
2026-01-12,Finaly it's only 2 month❤,0,0.6369,Positive,YouTube
2026-01-12,Surprising that two of those assassins actually become ride or die members of the crew.,0,-0.4215,Negative,YouTube
2026-01-12,This actually genuinely looks lit the first one was overhyped af avatar the last air bender was a waaaaaay better adaptation the gum gum especially was a attrocious,0,0.4404,Positive,YouTube
2026-01-12,Robin's hot,0,0.0,Neutral,YouTube
2026-01-12,😍😍😍😍😍,0,0.9325,Positive,YouTube
2026-01-12,"Ok,I take it back all the shit I said about Miss Wednesday.Damn!I somehow lost a gallon.😮",0,0.3382,Positive,YouTube
2026-01-12,peak,0,0.0,Neutral,YouTube
2026-01-12,Let's go robin,0,0.0,Neutral,YouTube
2026-01-12,We might even see Gear 5 in another four decades,0,0.0,Neutral,YouTube
2026-01-12,I happy mr. 13 the otter and Mrs. Friday the vulture happy there in live action also I name my shiny swablu after miss golden week since I caught her in the massive massive outbreak golden week event in a sports ball one of the hardest/rarest Poké balls,0,0.5859,Positive,YouTube
2026-01-12,"THE ONE PEEAAAKK!!!

THE ONE PEAK IS REAALLLLLL!!!!",0,0.0,Neutral,YouTube
2026-01-12,oh im fighting the urge to shriek like an excited pterodactyl it looks really good so far A+,0,0.6801,Positive,YouTube
2026-01-12,"I am beyond impressed and hyped. Everyone looks so god damn good! Especially the ladies.. i have to say. Robin, vivi, miss Valentines and miss golden week. Im dead.",0,-0.1939,Negative,YouTube
2026-01-15,Cant wait too see Robin break the back of Spandam after spandam tortured her and enslave her,0,-0.8271,Negative,YouTube
2026-01-15,Robin chwannnnn,0,0.0,Neutral,YouTube
2026-01-15,THIS GON BE PEAK!,0,0.0,Neutral,YouTube
2026-01-15,cringe,0,0.0,Neutral,YouTube
2026-01-15,Can't someone just give Nami some good makeup and clothes?...,0,0.4404,Positive,YouTube
2026-01-15,I am living for watching this,0,0.0,Neutral,YouTube
2026-01-15,Wake me after gear 5!,0,0.0,Neutral,YouTube
2026-01-15,I am slightly disappointed in vivi pick ( I am not resist) and I am brown too,0,-0.4228,Negative,YouTube
2026-01-15,I have been waiting for this ❤,0,0.6369,Positive,YouTube
2026-01-15,Nice 🥰🥰,0,0.9545,Positive,YouTube
2026-01-12,Are you kidding? It looks so good!,0,0.6633,Positive,YouTube
2026-01-12,Robin will return in Avengers: Doomsday,0,-0.5859,Negative,YouTube
2026-01-12,DAMN! Now I just need to watch this again and again till March 10.,0,-0.5754,Negative,YouTube
2026-01-12,Я беру назад все что хотел сказать.... Это просто... воу,0,0.0,Neutral,YouTube
2026-01-12,I almost died seeing Igaram 😂 I'm so excited for this season,0,0.3151,Positive,YouTube
2026-01-12,Now we talking ❤,0,0.6369,Positive,YouTube
2026-01-12,Netflix era!!,0,0.0,Neutral,YouTube
2026-01-12,ROBIN-CHWAN!!!,0,0.0,Neutral,YouTube
2026-01-12,"The way he did his mr 3 skill, its quite the same stance with the polka dot man stance in the james gunn suicide squad i guess they really did a good job bringing david dastmalchian in this series 😄",0,0.4877,Positive,YouTube
2026-01-12,Que buen regalo de cumpleaños. Graciaaaas!!!,0,0.0,Neutral,YouTube
2026-01-12,Hell yeah,0,-0.5267,Negative,YouTube
2026-01-12,I am going to be watching this trailer so many times for the next 2 months,0,0.0,Neutral,YouTube
2026-01-12,Robin is legit.,0,0.0,Neutral,YouTube
2026-01-12,is that David Dastmalchian AS MR. 3?!,0,0.0,Neutral,YouTube
2026-01-12,"Producer: How confusing should we make the trailer. 
Netflix: Yes.",0,0.2023,Positive,YouTube
2026-01-12,This show made me begin watching the anime.,0,0.0,Neutral,YouTube
2026-01-12,The name is monkey d peezy and i was here,0,0.0,Neutral,YouTube
2026-01-12,"DO NOT PULL A STRANGER THINGS on us with this one or I cancel my subscription for good!
You already ruined so many shows including Cowboy Bebop , The Witcher, Umbrella Academy, the end of Stranger Things...etc
So I'm done with Netflix if this one fail.",0,-0.7177,Negative,YouTube
2026-01-15,"Waiting for
1. Buggy trying to execute Luffy
2. Nami's Murderous kick at Red Line",0,-0.6369,Negative,YouTube
2026-01-15,0:26 Vivi so fine!! 🤩,0,0.4498,Positive,YouTube
2026-01-15,Omg Robin!!!!!❤❤❤,0,0.941,Positive,YouTube
2026-01-15,"Pouring one out for all the fans that haven't watched/read the source material, not realising it's about to get so much better.",0,0.4902,Positive,YouTube
2026-01-15,Man i wish ms Sunday would come give me a hana hana job,0,0.4019,Positive,YouTube
2026-01-12,SO EXCITED,0,0.4005,Positive,YouTube
2026-01-12,🤩🤩🤩,0,0.0,Neutral,YouTube
2026-01-12,Let's go!!! Some great fights incoming!,0,0.5526,Positive,YouTube
2026-01-12,I’m falling in love with Robin,0,0.5574,Positive,YouTube
2026-01-12,i need this injected into my veins ASAP,0,0.0,Neutral,YouTube
2026-01-12,78 more seasons to go! Let’s go!,0,0.0,Neutral,YouTube
2026-01-12,"Look, I'm not racist, but why is Vivi black?",0,0.2755,Positive,YouTube
2026-01-12,They still gate keeping Ace’s and bonclays actors 😭 I thought they would have shown us Ace by now since he’s on both drum island and Alabasta,0,-0.4767,Negative,YouTube
2026-01-12,Absolutely insane🔥🔥🔥can't wait,0,-0.8092,Negative,YouTube
2026-01-12,"March 10 fast, fast fast!!",0,0.0,Neutral,YouTube
2026-01-12,This looks so stupid ngl,0,-0.656,Negative,YouTube
2026-01-12,Mr. Prince bouta cook,0,0.0,Neutral,YouTube
2026-01-12,One piece is so trash lmao,0,0.6344,Positive,YouTube
2026-01-12,"This looks a lot of fun, even better than season 1. I think they should accept the sonic movie style for the cg and animated characters like Luffy and Chopper.",0,0.8834,Positive,YouTube
2026-01-12,They are cooking 😤😤,0,0.0,Neutral,YouTube
2026-01-12,Why is this so cringe,0,0.0,Neutral,YouTube
2026-01-15,Start working on season 3 right now please can’t wait 3 years again,0,0.3182,Positive,YouTube
2026-01-15,This looks like how people of the capital in Panam would imgaine Onepiece this looks girly as hell...,0,-0.4767,Negative,YouTube
2026-01-15,Ma Ma Maaaaaaa,0,0.0,Neutral,YouTube
2026-01-15,Where’s CHOPPAH!?,0,0.0,Neutral,YouTube
2026-01-15,mr 3 perfect,0,0.5719,Positive,YouTube
2026-01-15,peak,0,0.0,Neutral,YouTube
2026-01-15,So that got a second season but cowboy beat bop canceled... ok,0,0.4215,Positive,YouTube
